reference,prediction,wer,substitutions,deletions,insertions,ref_len_words,severity
අරහං ගුණයෙන් එය ඇරැඹේ.,අරහං ගුණයෙන් එය ඇරඹේ.,0.25,1,0,0,4,minor
ලොකු පීප්පයක් ලෑස්ති කලා.,ලොකු පීප්පයක් ලෑස්ති කළා.,0.25,1,0,0,4,minor
අඩෝ යන වචනය ගතහොත්,අඩු යන වචනය ගතහොත්,0.25,1,0,0,4,minor
ප්‍රවෘත්ති ඉදිරිපත් කරන්න නෙවේ.,ප්‍රවෘත්ති ඉදිරිපත් කරන්න නොවේ.,0.25,1,0,0,4,minor
එවැනි ජුදෙව්වෙකුට ප්‍රශංසාව ලැබෙන්නේ,එවැනි ජුදෙව්වකුට ප්‍රශංසාව ලැබෙන්නේ,0.25,1,0,0,4,minor
වම් පැත්තෙන් උඩින් අලවන්නෙ.,වම් පැත්තෙන් උඩින් අලවන්නේ,0.25,1,0,0,4,minor
එම මිල රුපියල් හත්සීයකි,එම මිල රුපියල් හස්තියකි,0.25,1,0,0,4,minor
එය ඒ ජන සමාජයේ,එය ඒ ජන සමාජය,0.25,1,0,0,4,minor
ප්‍රාසාදය රැකවල් ලන කාන්තාවන්,ප්‍රසාදය රැකවල් ලන කාන්තාවන්,0.25,1,0,0,4,minor
දක්වා මෙය රැගෙන යමු,දක්වා මේ රැගෙන යමු.,0.25,1,0,0,4,minor
මේ චිත්‍රපටයේ කථාවෙන් කියවෙනවා,මේ චිත්‍රපටයේ කතාවෙන් කියවෙනවා.,0.25,1,0,0,4,minor
මොකද අපිට පට්ට ආගමක්,මොකද අපිට පට්ට අවලවන්,0.25,1,0,0,4,minor
ප්‍රගතියක් දක්නට නොලැබෙන අතර,ප්‍රගතියක් දක්වන්නේ නොලැබෙන අතර,0.25,1,0,0,4,minor
ඊට සහාය කර ගැනේ.,ඊට සහය කර ගැනේ.,0.25,1,0,0,4,minor
රෙපබ්ලිකන් කතෝලික 'සිවිල් නිදහස',රෙපබ්ලිකන් කතෝරික සිවිල් නිදහස,0.25,1,0,0,4,minor
මේ කරණම් ගසන තිරය,මේ කරණං ගසන තිරය,0.25,1,0,0,4,minor
ඉතින් මේ වාගේ කතන්දර,ඉතින් මේ වගේ කතන්දර,0.25,1,0,0,4,minor
අපිට තියන එකම සතුට,අපිට තියෙන එකම සතුට,0.25,1,0,0,4,minor
මොකක් හරි මතයක් සමඟයි.,මොකක් හරි මතයත් සමඟයි.,0.25,1,0,0,4,minor
ඉස්සරහට බලපං ආතල් එක.,ඉස්සරහට බලපන් ආතල් එක.,0.25,1,0,0,4,minor
පුපුරණ බව ප්‍රායෝගික සත්‍යයකි.,පුපුරන බව ප්‍රායෝගික සත්‍යයකි.,0.25,1,0,0,4,minor
බහින්න සූදානම් වෙනවා දැක්‌කා.,බහින්න සූදානම් වෙනවා දැක්කා.,0.25,1,0,0,4,minor
නව ආණ්ඩුක්‍රම ප්‍රතිසංස්කරණ කෙටුම්පතක් සකස් කරන ලෙස ද,නව ආණ්ඩුක්‍රම ප්‍රතිසංස්කරණ කෙටුම්පතක් සකස් කරන ලෙසද?,0.25,1,1,0,8,minor
ඉතින් හේතුවාදියා උපන් ගෙයි ම නැති වෙලා ගියා,ඉතින් හේතුවාදියා උපන් ගෙයි ම නැතිවෙලා ගියා,0.25,1,1,0,8,minor
අර කවුද ඇමති කෙනෙක්,අර කවුද්ද ඇමති කෙනෙක්,0.25,1,0,0,4,minor
කටුනායක නිදහස් වෙළඳ කලාපයේ,කටුනායක නිදහස් වෙළෙඳ කලාපයේ,0.25,1,0,0,4,minor
කිසිවක්‌ කතා කළේ නැහැ.,කිසිවක් කතා කළේ නැහැ.,0.25,1,0,0,4,minor
කෙල්ල අරගෙන කාමර ගාණේ,කෙල්ල අරගෙන කාමර ගානෙ,0.25,1,0,0,4,minor
සිතීම පවා නොමඟ යෑමකි.,සිතීම පවා නොමක යෑමකි.,0.25,1,0,0,4,minor
"සැ මලුවේ දී බෝම්බය පුපුරා ගියේ වී නම්,",සැමළුවේ දී බෝම්බය පුපුරා ගියේ වී නම්,0.25,1,1,0,8,minor
ඈ කියාගෙන කියාගෙන ගියා.,ඇය කියාගෙන කියාගෙන ගියා,0.25,1,0,0,4,minor
එතකොට ඔය කුනුහරුප පොත,එතකොට ඔය ගුණුහරුප පොත,0.25,1,0,0,4,minor
සැරියුත් හාමුදුරුවො ගත්ත තීරණයක්,සැරියුත් හාමුදුරුවෝ ගත්ත තීරණයක්,0.25,1,0,0,4,minor
දැන් මෛත්‍රී භාවනාව කරලා,දැන් මෛත්‍රී භාණාව කරලා,0.25,1,0,0,4,minor
අමරකීර්තිගේ නවකතාව ඉක්මණින් කියවා,අමරකීර්තිගේ නවකතාව ඉක්මනින් කියවා,0.25,1,0,0,4,minor
කෝට්ටේ යුගය නියෝජනයේ දී,කෝට්ටි යුගය නියෝජනයේ දී,0.25,1,0,0,4,minor
සුත්‍ර දේශනාවකින් කෑල්ලක් අරගත්තට,සූත්‍ර දේශනාවකින් කෑල්ලක් අරගත්තට,0.25,1,0,0,4,minor
බලෙන් රස්සා දෙන්නේ නැනේ.,බලෙන් රස්සා දෙන්නේ නෑනේ.,0.25,1,0,0,4,minor
ඔහුටත් පවුල් ජීවිතයක්‌ තියෙනවා.,ඔහුටත් පවුල් ජීවිතයක් තියෙනවා,0.25,1,0,0,4,minor
දානමය පුණ්‍ය ක්‍රියා වස්තුවයි.,දානමය පුණ්‍යා ක්‍රියා වස්තුවයි.,0.25,1,0,0,4,minor
ඒ අනීතා ප්‍රේම්ගේ අදහසයි.,ඒ අනීතා ක්‍රේම්ගේ අදහසයි.,0.25,1,0,0,4,minor
අහසෙ ඈත කොණකට වුණු,අහසෙ ඈත කොනකට වුණු,0.25,1,0,0,4,minor
දෙන්න හොඳ නැද්ද කියල,දෙන්න හොඳ නැද්ද කියවත්,0.25,1,0,0,4,minor
බෞද්ධ ගිහි උපාසකයා යනු,බෞද්ධ කිවි උපාසකයා යනු,0.25,1,0,0,4,minor
එම රාගාදි ගිනි නිසා,එම රාගාදි ඉගිනි නිසා,0.25,1,0,0,4,minor
රහත් භවයේ දී වුවද,රහත් භවයේ දී වූවද,0.25,1,0,0,4,minor
"බිරිඳක්, සැමියෙක්, පුතෙක්, දුවක්,",බින්දා සැමියෙක් පුතෙක් දුවක්,0.25,1,0,0,4,minor
ඊට පස්සෙ පිස්සුවෙන් වගේ,ඊට පස්සේ පිස්සුවෙන් වගේ,0.25,1,0,0,4,minor
ආර්ථිකයට සැලකිය යුතු බලපෑමක්,ආර්ථිකයට සැලසිය යුතු බලපෑමක්,0.25,1,0,0,4,minor
යම් තැනකට ගිහින් ශෝක නැති ව ඉන්න පුළුවන්නම්,යම් තැනකට ගිහින් ශෝක නැති ව ඉන්න පුළුවන් ම,0.25,1,0,1,8,minor
චිත්‍රපටය රසවිඳින ලෙස ඉල්ලනවා.,චිත්‍රපටය රසවිඳි ලෙස ඉල්ලනවා.,0.25,1,0,0,4,minor
සම්පූර්ණයෙන් ම අහිමි වෙනව.,සම්පූර්ණයෙන් ම අහිමි වෙනවා.,0.25,1,0,0,4,minor
ඉරාජ් නිසා කීවොත් ඔව්.,ඉරාජ් නිසා කීවොත් ඔවුන්,0.25,1,0,0,4,minor
බුදුරදුන්ගේ පටී ධාතුවෙහි කොටසක්,බුදුරදුන්ගේ පටි ධාතුවෙහි කොටසක්,0.25,1,0,0,4,minor
එකම computer එකටත් කරන්න පුළුවන් වෙන්න ඕන. අපි දෙන්නටම එකතු වෙලා කරන්න පුළුවන් වෙන්න ඕන. එහෙම එකක් අපි ගත්තොත් එහෙම,ඒකම computer එකටත් කරන්න පුලුවන් වෙන්න පුලුවන් වෙනවා අපි දෙන්නටම එකතු වෙලා කරන්න පුලුවන් වෙන්න ඕන එහෙම එකක් අපි ගත්තොත් එහෙම,0.25,4,0,1,20,minor
පහළ ගෙදර ඩිංගිරි මැණිකාය.,පහළ ගෙදරට ඩිංගිරි මැණිකාය.,0.25,1,0,0,4,minor
අයවැය සකස් කිරීමේ දී,අයවැව සකස් කිරීමේ දී,0.25,1,0,0,4,minor
එදා බලන නැමති ස්ථානයේ,එදා බලන නැමැති ස්ථානයේ,0.25,1,0,0,4,minor
බිරිය පොලිස් පරීක්ෂකවරිය කළ,පිරිය පොලිස් පරීක්ෂකවරිය කළ,0.25,1,0,0,4,minor
අප සැමට මහත් ආඩම්බරයෙකි.,අප සැමට මාත් ආඩම්බරයෙකි.,0.25,1,0,0,4,minor
පහන පත්තු වෙවී තියෙනවා.,පහන පත්තු එවි තියෙනවා.,0.25,1,0,0,4,minor
මේ යුදෙව් විරෝධය කියන එක මිතුරනි හරි පුදුම දෙයක් මේක ඉතිහාසයෙ අවුරුදු දෙදාස් ගානක ඉදං තියෙනවා,මේ යුදෙව් විරෝධය කියන එක මිතුරනි හරි පුදුම දෙයක් මේක ඉතිහාසය අවුරුද්ද දහස් ගානක ඉඳන් තියෙනවා,0.25,4,0,0,16,minor
ඉතාලියෙන් ගෙන් වූ වීදුරු,ඉතාලියෙන් ගෙන් වූ විදුරු,0.25,1,0,0,4,minor
එකම ශ්‍රී ලාංකිකයා වූයේ,එකම ශ්‍රී ලංකිකයා වූයේ,0.25,1,0,0,4,minor
එතන ගන්න දෙයක් තියනවා,එතන ගන්න දෙයක් තියෙනවා,0.25,1,0,0,4,minor
මේ අවස්ථාවේ සිවුවනක් පිරිස,මේ අවස්ථාවේ සිව්වනක් පිරිස,0.25,1,0,0,4,minor
අපේ රටවල්වලට ආපු බටහිරයින්.,අපේ රටවල්වලට ආපු බටහිරයෙන්,0.25,1,0,0,4,minor
බොහොම තෑන්ක්ස් ගොඩක් ස්තුතියි,බොහොම තෑන්ක්ස් ගොඩක් ස්තූතියි.,0.25,1,0,0,4,minor
අමතක ව ගිය සෙයකි,අමතක ව ගේ සෙයකි.,0.25,1,0,0,4,minor
"කර්නල්"" කෙනෙක් වෙන්න ඇති",කානල් කෙනෙක් වෙන්න ඇති.,0.25,1,0,0,4,minor
මේක තෝරන්න බාගයක් ගහලා,මේකෙ තෝරන්න බාගයක් ගහලා,0.25,1,0,0,4,minor
එතුමාගෙ ලිපිවලට අභියෝග කරයි,එතුමාගේ ලිපිවලට අභියෝග කරයි,0.25,1,0,0,4,minor
මේ අය පොත් ගැහීමත්,මෙය අය පොත් ගැහීමත්,0.25,1,0,0,4,minor
ආත්ම සදාකාලික නැත කියල,ආත්ම සදාකාලික නැත කියලා,0.25,1,0,0,4,minor
යටින් විහිදී තිබුණ උමගක්,යටින් විහිදී තිබුණ උමඟක්,0.25,1,0,0,4,minor
අපේක්‍ෂා කළ හැකි කාලයකි,අපේක්ෂා කළ හැකි කාලයකි,0.25,1,0,0,4,minor
1943 ජනවාරි 26 වෙනි දින මෙලොව එළිය ලැබීය.,1943 ජනවාරි විසයවෙන දින මෙලොව එළිය ලැබීය.,0.25,1,1,0,8,minor
ලංකා ඉතිහාසයේ සඳහන් නොවන,ලංකා ඉතිහාසයේ සඳහන් ඕන.,0.25,1,0,0,4,minor
ගෙනියන්න සුදානම් කරන්න ඇති,ගෙනියන්න සූදානම් කරන්න ඇති,0.25,1,0,0,4,minor
වලිගෙන අල්ලා ගත්තා වගෙයි.,වලිගෙන අල්ලා ගත්තා වගේ,0.25,1,0,0,4,minor
ආසියානු මහද්වීපය රටවල්වල සහභාගිත්වයෙන් ආසියානු ක්‍රීඩා උළෙල පවත්වනවා,ආසියානු මහද්වීපයේ රටවල්වල සහභාගීත්වයෙන් ආසියානු ක්‍රීඩා උළෙල පවත්වනවා,0.25,2,0,0,8,minor
එහි වාදනය කෙරෙමින් පවතී.,එහි වාදනය කරමින් පවතී.,0.25,1,0,0,4,minor
ඊට සහාය කර ගැනේ.,ඊට සහය කර ගැනේ.,0.25,1,0,0,4,minor
රැග්නාට මැජික් පෙන්වන්න ගොහිල්ලා .,රැග්නාට මැජික් පෙන්නන්න ගොහිල්ලා,0.25,1,0,0,4,minor
භාරතයේ විවිධ පුද සිරිත් පැවැති බවට සාධක තිබේ.,භාරතයේ විවිධ පුදසිරිත් පැවැති බවට සාධක තිබේ.,0.25,1,1,0,8,minor
පුදුම වෙන්න දෙයක් නෙවෙයි,පුදුම වෙන්න දෙයක් නොවේ.,0.25,1,0,0,4,minor
ඔබගේ මිතුරන් අතරේ ලිපිය,ඔබගේ මිතුරන් අතරේ ලිබිය,0.25,1,0,0,4,minor
අනුනට සංග්‍රහ කළ බව,අනුන්ට සංග්‍රහ කළ බව,0.25,1,0,0,4,minor
එම ගාථාවන්හි සරල තේරුමත්,එම ගාථාවන්හි සලක තේරුමත්,0.25,1,0,0,4,minor
පූජා භූමිය දියුණු කරන්නෙ,පූජා භූමිය දියුණු කරන්නේ,0.25,1,0,0,4,minor
ලැබෙන රැකවරණය වැඩියි කිව්වොත්?,ලැබෙන රැකවරණය වැඩි කිව්වොත්,0.25,1,0,0,4,minor
ඊට පස්සේ යුනිකේතය දාන්න,ඊට පස්සේ යොනික්කේතය දාන්න,0.25,1,0,0,4,minor
එයාල අද දකින දේ,එයාලා අද දකින දේ,0.25,1,0,0,4,minor
ඉන් විශේෂ පහක් ම ලංකාවේ මුහුදු තීරයට පැමිණෙති,ඉන් විශේෂ පහක් ම ලංකාවේ මුහුදු තීරයට පැමිණේ දී,0.25,1,0,1,8,minor
ඔක්කෝම ලෙඩ සනීප වෙනවද,ඔක්කොම ලෙඩ සනීප වෙනවද?,0.25,1,0,0,4,minor
මේක හරිම නරක ප්‍රවනතාවයක්,මේක හරිම නරක ප්‍රවණතාවයක්,0.25,1,0,0,4,minor
එක පාරට ම බෝම්බයක්,එක පාරට ම බෝම්බයා,0.25,1,0,0,4,minor
කියන්න මම දන්නේ නැ,කියන්න මම දන්නේ නෑ.,0.25,1,0,0,4,minor
වෙන මොනව කරන්න ද,වෙන මොනවා කරන්න ද,0.25,1,0,0,4,minor
දක්වන විස්තරය අතිශයින් ම අගය කළ හැකි ය,දක්වන විස්තරය අතිශයින් ම අගය කළ හැකිය.,0.25,1,1,0,8,minor
පොතේ හැටියට අද තමයි,පුතේ හැටියට අද තමයි,0.25,1,0,0,4,minor
වටිනාකමින් යුතු අභයභූමි ප්‍රදේශය,වටිනාකමෙන් යුතු අභයභූමි ප්‍රදේශය,0.25,1,0,0,4,minor
තමන්ට මේ දේ වුණේ,තමන්ට මේ දේ උණේ,0.25,1,0,0,4,minor
ඒක නම් සාමාන්‍ය සම්බන්දතාවයක්,ඒක නම් සාමාන්‍ය සම්බන්ධතාවයක්,0.25,1,0,0,4,minor
ඒ මොහොතේ වහා සිතන්න.,ඒ මොහොතේ වහා සිතන්නේ,0.25,1,0,0,4,minor
ලංකාව යන දෘශ්ටීන් නොගෙන,ලංකාව යන දෘෂ්ටින් නොගෙන,0.25,1,0,0,4,minor
එවැනි පොතක් එළි දැක්වීමට,එවැනි පොතක් එලි දැක්වීමට,0.25,1,0,0,4,minor
යලුවාට සෙට් වෙයි ද,යාළුවාට සෙට් වෙයි ද,0.25,1,0,0,4,minor
මේක බුදු දහමට වඩා සිංහල සංස්කෘතියට අදාළ ප්‍රශ්නයක්.,මේක බුදු දහමට වඩාත් සිංහල සංස්කෘතියට අදාල ප්‍රශ්නයක්.,0.25,2,0,0,8,minor
අප සෙවනැලි සහිත වනුයේ,අප සෙවනඑළි සහිත වනුයේ,0.25,1,0,0,4,minor
දෙරණ නිසා මින් පෙරත්,තෙරණ නිසා මින් පෙරත්,0.25,1,0,0,4,minor
පිරිසිදුවට දානෙ උයන්ඩ ඕනෑ''.,පිරිසිදුවට දානෙ උයන්ට ඕනෑ.,0.25,1,0,0,4,minor
මේ දරුවන්ට උදවු කරන්න,මේ දරුවන්ට උදව් කරන්න,0.25,1,0,0,4,minor
ගොඩනැගීමට තියෙන විශාලතම බාධාව,ගොඩනැඟීමට තියෙන විශාලතම බාධාව,0.25,1,0,0,4,minor
පොලිසියෙන් බේරගන්න තිබුණා නේ?,පොලිසියෙන් බේරගන්න තිබුණ නේ,0.25,1,0,0,4,minor
ඔවුහු සතුට ප්‍රකාශ කළහ.,ඔහු සතුට ප්‍රකාශ කළහ.,0.25,1,0,0,4,minor
භව සයුරින් එතෙර වීම,බව සයුරින් එතෙර වීම,0.25,1,0,0,4,minor
හැබැයි මේ නිබුල්ලු දෙන්නා,හැබැයි මේ නිඹුල් දෙන්නා,0.25,1,0,0,4,minor
මේව එච්චර නොතිබුන කාලෙ,මේව එච්චර නොතිබුන කාලේ,0.25,1,0,0,4,minor
අපට ඒක මතුවෙලා නැත්තේ,අපට ඒක මතුවෙලා නැත්තෙ.,0.25,1,0,0,4,minor
ගෙවුණ හැම පැයක් ම,ගෙවුණු හැම පැයක් ම,0.25,1,0,0,4,minor
මොළකාරයන් බව කියන සමහරු,මුලකාරයන් බව කියන සමහරු,0.25,1,0,0,4,minor
ඔන්න මීටර්ක් ඉස්සරහට යද්දී,ඔන්න මීටර් ඉස්සරහට යද්දී,0.25,1,0,0,4,minor
චිත්‍රකතා ශිල්පීන් සියලූ දෙනා,චිත්‍රකතා ශිල්පීන් සියලු දෙනා,0.25,1,0,0,4,minor
රටේ විවිධ පළාත්වලට ගොස් නාට්‍ය පෙන් වීම කරනවා.,රටේ විවිධ පළාත්වලට ගොස් නාට්‍ය පෙන්වීම කරනවා.,0.25,1,1,0,8,minor
විහිදෙන ලියවැල් සහිත මුරගල්,විහිදෙන ලියවැල් සහිත මුරගල,0.25,1,0,0,4,minor
ජනතාවගේ කරටි මිරිකීමක් නේද?,ජනතාවගේ කරට මිරිකීමක් නේද?,0.25,1,0,0,4,minor
අපට ටිකක් කල් ගියානේ.,අපට ටිකක් කල් ගියානෙ,0.25,1,0,0,4,minor
එය සිංහලයේ රාජ වනය,ඒ සිංහලයේ රාජ වනය,0.25,1,0,0,4,minor
ඒ පරිත්‍යාගය මුල් කරගෙන,එය පරිත්‍යාගය මුල් කරගෙන,0.25,1,0,0,4,minor
එංගලන්තයේ වික්ටෝරියානු යුගයේ දී,එංගරන්තයේ වික්ටෝරියානු යුගයේ දී,0.25,1,0,0,4,minor
ඉතින් දුප්පත් කෙනෙක්ට බණක් බාර අරගෙන කරන්න බැහැ,ඉතින් දුප්පත් කෙනෙක්ට බණක් බාරාරගෙන කරන්න බැහැ,0.25,1,1,0,8,minor
මේ ඌෂ්ණය යනුවෙන් හඳුන්වන්නේ,මේ උෂ්ණය යනුවෙන් හඳුන්වන්නේ,0.25,1,0,0,4,minor
ඒත් එදිනෙදා ජීවිතේ දී,ඒත් එදිනෙදා ජීවිතයේ දී,0.25,1,0,0,4,minor
පින්වත් කුමාරිට මොකද වුණේ?,පින්වත් කුමාරියට මොකද වුණේ,0.25,1,0,0,4,minor
බුදු පිළිම නෙළීමේ කලාව,බුදු පිළිම නෙලීමේ කලාව,0.25,1,0,0,4,minor
යක්‍ෂයාට පහර දෙන්නට වුණා.,යක්ෂාට පහර දෙන්නට වුණා.,0.25,1,0,0,4,minor
ගසක අත්තක එල්ලෙමින් තිබූ,ගසක අත්තක එලෙමින් තිබූ,0.25,1,0,0,4,minor
අර තව කතාවක් තියෙන්නේ,අර තව කතාවත් තියෙන්නේ,0.25,1,0,0,4,minor
ඒකට පරිබාහිර ව ඉදගෙන,ඒකට පරිබාහිර ව ඉඳගෙන,0.25,1,0,0,4,minor
අනුග්‍රහ බුද්ධියෙන් දෙන්නා වූ,අනුප්‍රහ බුද්ධියෙන් දෙන්නා වූ,0.25,1,0,0,4,minor
ස්තුතියි කියල කියන්නේ නැහැ.,ස්තූතියි කියල කියන්නේ නැහැ.,0.25,1,0,0,4,minor
අපිට මුලින්ම තිබ්බේ කිරිබත් එක ලිපේ තියන්න. මොකද ඒකට තමයි ටිකක් වෙලා යන්නෙ. මම හිතුවේ කවිදු කලින් ආවෙ මගේ උදව්වට කියලා,අපිට මුලින්ම තිබ්බේ කිරිබත් එක ලිපිය තියන්න. මොකද ඒකට තමයි ටිකක් වෙලා යන්නේ. මම හිතුවේ කබඳු කලින් ආවේ මගේ යුදව්වට කියලා.,0.2381,5,0,0,21,minor
අද අපි කතා කරමු 2025 සහ 2026 අවුරුද්දේ මුල් කාලයේදී laptop එකක් අරගන්න බලාපොරොත්තු වෙන studens ලට ගැලපෙන specs මොනවද කියලා,අද අපි කතා කරමු 2025 සහ 2024 අවුරුද්දෙ මුල් කාලයේදී ලැප්ටප් එකක් අරගන්න බලාපොරොත්තු වෙන students ලට ගැලපෙන space මොනවද කියලා,0.2381,5,0,0,21,minor
4 K වලට enhance කරලා හරිම crispy graphic quality එකක් දෙන්න මේ console එකට පුළුවන් වෙනවා හැබැයි,ඕකේ වලට enhance කරල හරිම ක්‍රිස්පි graphic quality එකක් දෙන්න මේ console එකට පුළුවන් වෙනවා හැබැයි,0.2353,3,1,0,17,minor
පහුගිය කාලයෙ ඕස්ට්‍රේලියාව ලොකු ප්‍රශ්නෙකට මුහුණ දුන්නා එයාලගේ රටේ මිනිස්සු solar panel සහ wind turbine සිංහලෙන් කිව්වොත්,පහුගිය කාලය ඕස්ට්‍රේලියාව ලොකු ප්‍රශ්නෙකට මුහුණ දුන්නා එයාලගේ රටේ මිනිස්සු solar panel සහ winter panel බැයින්නේ සිංහලෙන් කිව්වොත්,0.2353,3,0,1,17,minor
"පළවෙනිම දේ තමයි, AI tools වලින් generate කරලා දෙන generic content එහෙමම දාලා CV එක යවන්න එපා.",පළවෙනිම දේ තමයි AI tools වලින් generate කරලා දෙන generate contents එහෙමම දාලා CV එකේ අවන්න එපා,0.2353,4,0,0,17,minor
ඔයා හිතුවට වඩා දෙයක් හම්බුනේ සාමාන්‍යයෙන් එහෙම වෙන්නේ නෑ ඔයා මොනවහරි service එකක් ගන්තහම මොකක්හරි product ගත්තහම,ඔයා හිතුවට වඩා දෙයක් හම්බුනේ. සාමාන්‍යයෙන් එහෙම වෙන්නේ නෑ. ඔයා මොනවහරි service එකක් ගත්තහම ඔයා කර product එකක් ගත්තහම,0.2353,2,0,2,17,minor
"බටහිර රටවලට ගිහිල්ලා, අධ්‍යාපනය ලබලා, ලංකාවට ඇවිල්ලා, බටහිර රටවලදී ලබපු දේශපාලන අත්දැකීම් තුළින්",බටහිර රටවලට ගිහිල්ලා අධ්‍යාපනය ලබලා ලංකාවට ඇවිල්ලා බටහිර රටවල දී ලපපු දේශපාලන අත්දැකීම් තුළින්,0.2308,2,0,1,13,minor
බුද්ධිමත් වෙන්න නම් අනිවාර්යෙන් මෙයා තනියම අනුමාන කර කර උත්තරය generate කරන්න ඕන.,බුද්ධිමත් වෙන්න නම් අනිවාර්යෙන්ම එයා තනියම අනුමාන කර කර උත්තරේ generate කරන්න ඕන,0.2308,3,0,0,13,minor
මීට අමතරව මම මේ video එකේදි කතා නොකරපු ඒ වගේම කතා කරන්න මගහැරුනු,මීට අමතරව මං මේ video එකේදි කතා නොකරපු ඒ වගේම කතා කරන්නමක් ගැහැරුනෝ,0.2308,3,0,0,13,minor
පෘථිවි පාලක මැදිරියෙන් යානා වට යවන්නේ මෙන්න මෙ deep space network එක හරහා,පෘථිවි පාලක මැදිරියෙන් යානාවට යවන්නේ මෙන්න මේ deep space network එක හරහා,0.2308,2,1,0,13,minor
ඔහුට හම්බ වෙන අසයින්මන්ට් එක තමයි පොඩි පක්ෂයක් තියෙනවා ජර්මන් workers party කියලා,ඔහුට හම්බවෙන අසයිමන්ට් එක තමයි පොඩි පක්ෂයක් තියෙනවා ජර්මන් workers party කියලා,0.2308,2,1,0,13,minor
ඇතැම් නිලධාරින් සිය සේවා කාලයේ දී දෙතුන් වතාවක් එම නිවාඩුව ලබා ගෙන තිබේ.,ඇතැම් නිලධාරීන් සිය සේවා කාලයේ දී දෙතුන් වතාවක් එම නිවාඩුව ලබාගෙන තිබේ.,0.2308,2,1,0,13,minor
"මම හැම වෙලේම කියන්නෙ, ඔයාට degree එකක් තියෙනවා නම්, ඔයා මොකක් හරි professional exam එකක් කරලා තියෙනවා නම් වහාම ජොබ් එකකට යන්න.","මම හැමවෙලේම කියන්නේ ඔයාට degree එකක් තියෙනවා නම්, ඔයා මොකක් හරි professional example එකක් කරලා තියෙනවා නම් වහාම job එකකට යන්න.",0.2273,4,1,0,22,minor
එහෙනම් මොකක්ද ඇත්තටම මේ තියෙන්නෙ මේ ගණන් එයාල හදන්නෙ දැනට ඒ ඒ ප්‍රදේශ වල starlink use කරන අය පාවිච්චි කරන packages අනුව,එහෙනම් මොකක්ද අත්තට මේ තියෙන්නේ මේ ගණන් එයාල හදන්නේ දැනට ඒ ඒ ප්‍රදේශවල starlink use කරන අය පාවිච්චි කරන packages අනුව,0.2273,4,1,0,22,minor
ඔන්න අපේ එක තැනකින් පටන් ගත්ත. අපේ ඔන්න ඇපල් ගෙඩිය පටන් ගත්තා මොකද වෙන්නේ? එන්ඩ එන්ඩ ගිහිල්ලා ගිහිල්ලා කාවද මේ හම්බ වෙන්නේ,ඔන්න අපේ එක තැනකින් පටන් ගත්තා අපේ ඔන්න ඇපල් ගෙඩිය පටන් ගත්තා මොකද වෙන්නේ එන්ඩ එන්ඩ ගිහිල්ල කාවද මේ හම්බුවෙන්නේ,0.2273,3,2,0,22,minor
ඔයා කොච්චර revisions වලට charge කරන්න මොන දේ දාලා තිබ්බත් ඔයාට revision එකයි එහෙම නැත්නම් දෙකයි නැත්නම් revisions නෑ කියලා දාලා තිබ්බත්,ඔයා කොච්චර revisions වලට charge කරන්න මොන දේ දාල තිබ්බත් ඔයාට revotion එකයි එහෙම නැත්තම් දෙකයි නැත්තං revisions නෑ කියලා දාල තිබ්බත්,0.2273,5,0,0,22,minor
වෙනුවෙන්. ඉතින් අපි කට්ටියම එකට එකතු වෙලා දැන් මේ,වෙනුවෙන්. ඉතින් අපි කට්ටියම එකට එකතු වෙලා දැම්මේ,0.2222,1,1,0,9,minor
අපි දන්න අඳුරන රංගන ශිල්පීන් කීපදෙනෙක් ම මේකෙ ඉන්නවා.,අපි දන්නා අඳුරන රංගන ශිල්පීන් කියපදෙනෙක් ම මේකෙ ඉන්නවා.,0.2222,2,0,0,9,minor
මොකද කකා අද පත්තර ගැන සදහනක් කරල තිබ්බ නිසා.,මොකද කකා අද පත්තර ගැන සඳහනක් කරලා තිබ්බ නිසා.,0.2222,2,0,0,9,minor
මේ නිසා ම විවිධ බෞද්ධ දර්ශන වාද බිහිවන්නට විය.,මේ නිසා ම විවිධ බෞද්ධ දර්ශනවා ද බිහිවන්නට විය.,0.2222,2,0,0,9,minor
ප්‍රමුඛ හමුදා භට පිරිසෙහි දෙවෙනි අණ දෙන නිලධාරියාව සිටින්නේ.,ප්‍රමුඛ හමුදා භට පිරිසෙහි දෙවෙනි අණදෙන නිලධාරියාව සිටින්නේ.,0.2222,1,1,0,9,minor
මගේ සිතේ ඒ සඳහා කිසිදු දොම්නසක් හට ගත්තේ නැහැ.,මගේ සිතේ ඒ සඳහා කිසිදු දොම්නසක් හටගත්තේ නැහැ.,0.2222,1,1,0,9,minor
කළුවර ලී කණු වල අලංකාරය සඳහා කැටයම් කොටා තිබේ.,කළුවර ලී කණුවල අලංකාරය සඳහා කැටයම් කොටා තිබේ.,0.2222,1,1,0,9,minor
ඇස රූප දකින නිසා එම ක්‍රියාවලිය පැහැදිළි කිරීම පිණිසයි,ඇස රූප දකින නිසා එම ක්‍රියාවලි පැහැදිලි කිරීම පිණිසයි.,0.2222,2,0,0,9,minor
මෙතන ලියන සමහර එවුන් මම කියන දේවල් නුහුරට දකින්නෙ,මෙතන ලියන සමහර එවුන් මම කියන දේවල් නූලට දකින්නේ.,0.2222,2,0,0,9,minor
